ClubID,ClubName,Address,City,PostalCode,State,Country,Latitude,Longitude,Website,Email,Telephone,Continent
1111790742101,"Yaupon Country Club","100 Clubhouse Drive",Lakeway,78734,TX,USA,30.3589154,-97.9674223,,,"+1 972-888-7389","North America"
1112538383332,"THE PINES AT CLERMONT","358 KINGS HIGHWAY",CLERMONT,08210,NJ,USA,39.16867,-74.759309,WWW.PINESATCLERMONT.COM,,609-624-0100,"North America"
1114050729973,"Pine Oaks Golf Course","68 Prospect Street",Easton,02375,MA,USA,42.0211369,-71.0908248,https://www.pineoaks.com/,,"+1 508-238-2320","North America"
1114128520931,"HERITAGE LINKS","1375 Route 9","Ocean View,",08230,NJ,USA,39.232093,-74.679104,https://golfheritagelinks.com/,info@golfheritagelinks.com,609-390-4500,"North America"
1114962609369,"Bing Maloney","6801 Freeport Blvd",Sacramento,95822,CA,USA,38.502618,-121.4965931,https://www.bingmaloney.com/,,"(916) 808-2283","North America"
1114982399000,"Stone Mountain Golf Club","1145 Stonewall Jackson Drive","Stone Mountain",30083,GA,USA,33.8121579,-84.1299884,https://www.stonemountaingolf.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,info@stonemountaingolf.com,"+1 770-465-3278","North America"
1115325841867,"Rocky Lakes Golf Course","3950 Springfield Xenia Road",Springfield,45506,OH,USA,39.8679996,-83.845017,,,"+1 937-322-3211","North America"
1115774924769,"Roy Kizer Golf Course","5400 Jimmy Clay Drive",Austin,78744,TX,USA,30.1789763,-97.7354638,https://www.austintexas.gov/department/roy-kizer-course,,"+1 512-974-4653","North America"
1116873207210,Woodlands,"19995 Oak Rd","Gulf Shores",36542-2609,AL,USA,0,0,,,251-968-7500,"North America"
1116995755962,"Chaparral Golf Club",,Seguin,,TX,USA,29.5504588,-97.9827228,,,830-303-0669,"North America"
1117363194890,"Kankakee Elks Country Club","2283 Bittersweet Drive","Saint Anne",60964,IL,USA,41.0892295,-87.7844924,https://elksgolf627.com/,,"+1 815-937-9547","North America"
1117805098225,"Westdale Hills Golf Course","1401 Sotogrande Boulevard",Euless,76040,TX,USA,32.8181003,-97.1428892,https://www.westdalehillsgolfcourse.com/,,"+1 817-267-3304","North America"
1119558398724,"Quail Valley Golf Course","900 Teeter Road",Littlestown,17340,PA,USA,39.7371718,-77.1367961,https://www.quailvalleygc.com/,,"+1 717-359-8453","North America"
1119577961368,"Westminster National Golf Course","2158 Littlestown Pike",Westminster,21158,MD,USA,39.633312,-77.00783,http://www.westminsternationalgc.com/,,410-876-4653,"North America"
1119734192679,"Phantom Horse Golf Club","8000 Arizona Grand Parkway",Phoenix,85044,AZ,USA,33.3753196,-111.9711771,https://www.arizonagrandresort.com/,,"877 800 4888","North America"
1119791392136,"El Prado Golf Course","6555 Pine Ave",Chino,91708,CA,USA,33.94772,-117.6621,http://www.elpradogolfcourses.com/,info@elpradogolfcourses.com,"(909) 597-1751","North America"
1119882054342,"Big Meadow","13020 Hawks Beard",Sisters,97759,OR,USA,44.3757869,-121.6658052,https://www.blackbutteranch.com/,Info@BlackButteRanch.com,"(866) 901-2961","North America"
1119882542294,Crosswater,"17600 Canoe Camp Dr",Sunriver,97707,OR,USA,43.8491872,-121.4491191,,,"(541) 593-4402","North America"
1119882955783,"Meadows Golf Course","17600 Center Drive",Sunriver,97707,OR,USA,43.8740134,-121.4464718,https://www.sunriverresort.com/central-oregon-bend-golf/meadows-course,,"+1 541-593-4402","North America"
1119883193000,"Woodlands Golf Course","17890 West Core Road",Sunriver,97707,OR,USA,43.9031194,-121.433557,https://www.sunriverresort.com/central-oregon-bend-golf/woodlands-course,,"+1 855-420-8206","North America"
1119890647980,"Highland Creek","7001 Highland Creek Pkwy",Charlotte,28269,NC,USA,35.3813701,-80.7620591,http://www.highlandcreekgolfclub.com,,"704 875-9000","North America"
1120404288497,"Canyon Country Club",,"Palm Springs",,CA,USA,,,,,,"North America"
1120502166600,"Heron Bay Golf & Country Club","5100 Heron Bay Boulevard","Locust Grove",30248,GA,USA,33.3378171,-84.1931504,https://greenvalleygolfgroup.com/heron-bay,,"+1 770-320-8500","North America"
1120596054829,"Brae Loch Golf Course","33600 N. US HIGHWAY 45",Grayslake,60030,IL,USA,42.3508573,-88.0045331,https://www.braelochgolfclub.org/,,847.968.3444,"North America"
1120762521681,"Shady Canyon Golf Club","100 Shady Canyon Drive",Irvine,92603,CA,USA,33.6301895,-117.7972143,https://shadycanyongolfclub.com/,,"+1 949-856-7000","North America"
1121313450986,"Black Bear Golf Club","138 NJ-23, Franklin",Franklin,07416,NJ,USA,41.11553,-74.573176,https://www.crystalgolfresort.com/golf/courses/black-bear?utm_source=GMB&utm_medium=organic,,019738624351,"North America"
1121788040851,"River Marsh Golf Club","100 Heron Boulevard",Cambridge,21613,MD,USA,38.5602798,-76.0478591,https://www.rivermarshgolfclub.com/,,"+1 410-901-6396","North America"
1121875519431,"Industry Hills Golf Club at Pacific Palms Resort","1 Industry Hills Parkway","City of Industry",91744,CA,USA,34.0202784,-117.9270418,https://www.ihgolfclub.com/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting,,"+1 626-810-4653","North America"
1121904421426,"Moorpark Country Club","11800 Championship Drive",Moorpark,93021,CA,USA,34.3047577,-118.8979072,https://www.moorparkcc.com/,,"+1 805-532-2834","North America"
1122061832760,"Alfred Tup Holmes Golf Course","2300 Wilson Drive Southwest",Atlanta,30311,GA,USA,33.7145569,-84.4641164,https://cityofatlantagolf.com/,_Twitter,"+1 404-753-6158","North America"
1122409843622,"Mt Cashmere Golf Course","6400 Kimber Road",Cashmere,98815,WA,USA,47.5205653,-120.5056548,,,"+1 509-782-1207","North America"
1122583175990,"Mile Square Golf Club","10401 Warner Avenue","Fountain Valley",92708,CA,USA,33.721547,-117.946377,www.milesquaregolfcourse.com,,"(714) 545-7106","North America"
1122630958243,"John F. Parker Golf Course","17 Fisher Street",Taunton,02780,MA,USA,41.8975054,-71.1259717,https://johnfparkergc.com/,,"+1 508-822-1797","North America"
1123098809750,"Heron Ridge Golf Club","2973 Heron Ridge Drive","Virginia Beach",23456,VA,USA,36.733748,-76.031199,https://www.heronridge.com/,golfpro@heronridge.com,"+1 757-426-3800","North America"
1123112703167,"Country Campus Public Golf Crs","3312 Texas 19",Huntsville,77320,TX,USA,30.8197606,-95.4278603,,,"+1 936-291-0008","North America"
1123356517229,"Paint Branch Golf Complex","4690 Maryland 193","College Park",20740,MD,USA,39.0038337,-76.9358673,https://www.mncppc.org/4561/Paint-Branch-Golf-Complex,,"+1 301-935-0330","North America"
1123882146005,"Western Greens Golf Course","2475 Johnson Street",Marne,49435,MI,USA,43.0212616,-85.8495823,https://www.westerngreensgolfcourse.com/,,"+1 616-677-3677","North America"
1123887332580,"Philadelphia Country Club","10110 Country Club Road",Philadelphia,39350,MS,USA,32.7584673,-89.0829,https://www.philadelphiacountryclub.com/,info@mysite.com,"+1 601-656-8512","North America"
1124168516982,"Shore Gate Golf Club","35 School House Lane",Dennis,08230,NJ,USA,39.1800842,-74.7399978,https://www.shoregategolf.com/,,"+1 609-624-8337","North America"
1124399621455,"Sand Creek Golf","1831 Johnson Street",Marne,49435,MI,USA,43.0166397,-85.8331146,,,"+1 616-677-3379","North America"
1125163290430,"Oak Marsh Golf Course","526 Inwood Avenue North",Oakdale,55128,MN,USA,44.9552574,-92.9371249,https://www.oakmarshgolf.com/,,"+1 651-730-8886","North America"
1125340939292,"Sunset Valley Golf Course","47 West Sunset Road","Pequannock Township",07444,NJ,USA,40.9625707,-74.3254494,https://www.sunsetvalleygc.com/,,"+1 973-835-1515","North America"
1126015659924,"Brickyard Crossing Golf Club","4400 W 16th St,",Indianapolis,46222,IN,USA,39.78891,-86.227285,https://www.brickyardcrossing.com/,JWilliams@brickyard.com,317.492.6417,"North America"
1126532195065,"Clover Hill Golf Course","2200 Reis Run Rd","Franklin Park",15237,PA,USA,40.563348,-80.074472,https://pa-franklinparkborough.civicplus.com/202/Clover-Hill-Golf-Course,,412-364-2447,"North America"
1127224649662,"Lake of Isles","1 Clubhouse Drive","North Stonington",06359,CT,USA,41.4838118,-71.950374,https://www.lakeofisles.com/,,"+1 860-312-3636","North America"
1128623588207,"Bent Tree Golf Club","350 Bent Tree Road",Sunbury,43074,OH,USA,40.2678856,-82.9016304,https://www.benttreegc.com/,jpacker@benttreegc.com,"+1 740-965-5140","North America"
1130871522849,"Heritage Golf Links","4445 Britt Rd.",Tucker,30084,GA,USA,33.878914,-84.210945,Www.heritagegolflinks.com,,770-493-4653,"North America"
1130871814212,"Boulders Golf Club","34631 North Tom Darlington Drive",Carefree,85377,AZ,USA,33.8023199,-111.9171681,https://www.bouldersclub.com/Default.aspx?p=DynamicModule&pageid=362363&ssid=271801&vnf=1,Brandon.Christensen@hilton.com,"+1 480-488-9028","North America"
1131629268571,"SkyView Golf Club","226 Lafayette Road",Sparta,07871,NJ,USA,41.056399,-74.646295,https://www.skyviewgolf.com/,teamvgolf@gmail.com,"+1 973-726-4653","North America"
1132987818855,"Griffith Park Golf Club","4730 Crystal Springs Drive","Los Angeles",90027,CA,USA,34.1444972,-118.288615,www.golf.lacity.org,griffithpark.golfcourse@lacity.org,"323 663-2555","North America"
1133413792313,"Chardonnay GC","2555 Jameson Canyon Rd",Napa,94558,CA,USA,38.214613,-122.239864,http://www.chardonnaygolfclub.com,info@chardonnaygolfclub.com,707-257-8950,"North America"
1135004326045,"Treeline Golf Club","17505 N Eldridge Pkwy",Tomball,77375,Tx,USA,0,0,,,281-376-1542,"North America"
1135874748013,"Foxtail GC","100 Golf Course Drive","Rohnert Park",94928,CA,USA,38.362621,-122.706141,http://www.playfoxtail.com/,,707-584-7766,"North America"
1136164893154,"Apple Valley Country Club","112 Mountains Blvd","Lake Lure",28746,NC,USA,35.4502396,-82.1662869,https://rumblingbald.com/golf-here/apple-valley/,,828.694.3000,"North America"
1136695575557,"Aliante Golf Club","3100 Elkhorn Road","North Las Vegas",89084,NV,USA,36.2951258,-115.1826039,http://www.aliantegolf.com/,morlowski@aliantegolf.com,"+1 702-399-4888","North America"
1136751585430,"Monarch Bay Golf Club","13800 Monarch Bay Drive","San Leandro",94577,CA,USA,37.694999,-122.185248,https://www.monarchbaygc.com/,,"+1 510-895-2162","North America"
1138746736451,"The Club at Strawberry Creek","14810 72nd Street",Kenosha,53142,WI,USA,42.5712242,-87.987709,https://www.strawberrycreekclub.com/,,"+1 262-857-8400","North America"
1139605637837,"Gannon Municipal","60 Great Woods Road",Lynn,01904-1645,MA,USA,42.489394,-70.974931,www.gannongolfclub.com,,"(781) 595-5674","North America"
1139606285620,"Kelley Greens Golf Course","1 Willow Road",Nahant,01908,MA,USA,42.4215583,-70.9293136,https://www.kelleygreensgolf.com/,info@kelleygreens.com,"+1 781-248-0063","North America"
1141831519390,"East lake hills","East Lake Hills Road",Vian,74962,OK,USA,35.6129745,-94.9492375,,,,"North America"
1142083629156,Baytowne,"9300 Emerald Coast Pkwy W","Miramar Beach",32550,FL,USA,30.3884002,-86.3188416,https://www.baytownegolf.com/,,850-267-8155,"North America"
1142630164690,"RTJ Golf Trail at Cambrian Ridge","101 Sunbelt Parkway",Greenville,36037,AL,USA,31.8977193,-86.6861956,https://www.rtjgolf.com/cambrianridge/,CambrianRidge@RTJGolf.com,"+1 334-382-9787","North America"
1142887621921,"Magnolia Grove","7001 Magnolia Grove Parkway",Mobile,36618,AL,USA,30.7402219,-88.2043737,,,251-645-0075,"North America"
1142954004750,"RTJ Golf Trail at Capitol Hill","2600 Constitution Avenue",Prattville,36066,AL,USA,32.443134,-86.3949396,https://www.rtjgolf.com/capitolhill/,CapitolHill@RTJGolf.com,"+1 334-285-1114","North America"
1143009184463,"Indian Palms Country Club & Resort","48630 Monroe Street",Indio,92201,CA,USA,33.6954955,-116.2305539,https://www.indianpalms.com,accounting@indianpalms.com,"+1  760-775-4444","North America"
1143305852880,"Wingpointe Golf Course","3602 West 100 North","Salt Lake City",84116,UT,USA,40.7713793,-111.9777896,https://www.slc-golf.com/,,"+1 801-575-2345","North America"
1144954872516,"Meadowlands Golf Club","1000 Meadowlands Trail",Calabash,28467,NC,USA,33.9258382,-78.6007142,https://meadowlandsgolf.com/,,"+1 910-287-7529","North America"
1144958215302,"Plumbrook Golf Club","13390 Plumbrook Drive","Sterling Heights",48312,MI,USA,42.570339,-82.993573,https://www.plumbrookgolf.com/course/,,586-264-9411,"North America"
1145117430690,"Sugar Mountain Public Golf Course","1054 Sugar Mountain Drive","Sugar Mountain",28604,NC,USA,36.1321085,-81.8566612,https://seesugar.com/golf/,,"+1 828-898-6464","North America"
1145207143440,"Avon Fields","4081 Reading Rd",Cincinnati,45229,OH,USA,39.1629076,-84.4774617,https://www.cincygolf.org/avon-fields,,015132810322,"North America"
1145372216450,"Old Trail Golf Club","5494 Golf Drive",Crozet,22932,VA,USA,38.0583068,-78.7191839,https://oldtrailclub.com/Golf,,"+1 434-823-8101","North America"
1145473942577,"Rancho Mirage Country Club","38-500 Bob Hope Drive","Rancho Mirage",92270,CA,USA,33.7687973,-116.4049909,,,"760 324 4711","North America"
1145540267168,"Monster golf club","750 Resorts World Drive",Monticello,12701,NY,USA,41.6598942,-74.6461702,https://rwcatskills.com/monster-golf-club/,,"+1 833-586-9358","North America"
1145920702303,"Whistling Straits Golf Course","N8501 Lakeshore Road",Sheboygan,53083,WI,USA,43.8510583,-87.7351416,https://www.kohlerwisconsin.com/golf/whistling-straits,,"+1 844-247-9140","North America"
1146145308117,"Little Creek Country Club","99 Fairway Drive","South Charleston",25309,WV,USA,38.347744,-81.715818,,,"(304) 746-4653","North America"
1146493161369,"PineCrest Country Club","101 Country Club Drive",Lansdale,19446,PA,USA,40.2556618,-75.2394606,https://pcrestcc.com,,"+1 215-855-4113","North America"
1146866673630,"Sherrill Park Golf Course","2001 East Lookout Drive",Richardson,75082,TX,USA,32.985467,-96.6866678,https://www.sherrillparkgolf.com/,,"+1 972-234-1416","North America"
1147054949148,"TPC Las Vegas","9851 Canyon Run Drive","Las Vegas",89144,NV,USA,36.1765403,-115.3124313,https://tpc.com/lasvegas,,"+1 702-256-2000","North America"
1147656970968,"Blacklake Golf Resort","1490 Golf Course","Ln Nipomo",93444,CA,USA,35.0499134,-120.5463063,http://www.blacklake.com/,colby@blacklake.com,8053431214,"North America"
1147724913458,"Thanksgiving Point Golf Club","3300 Club House Drive",Lehi,84043,UT,USA,40.4287644,-111.9022248,https://www.thanksgivingpointgolfclub.com/,,"+1 801-768-7401","North America"
1149414903102,"Ridgecrest Club","264 Sfc 310","Forrest City",72335,AR,USA,35.0609841,-90.7676615,,,"+1 870-633-9863","North America"
1149566113043,"Oak Harbor Golf Club","201 Oak Harbor Boulevard",Slidell,70458,LA,USA,30.2363414,-89.7806243,https://www.oakharborgolf.com/,,"+1 985-646-0110","North America"
1149568054950,Colonial,,"River Ridge",,LA,USA,,,,,,"North America"
1149648699827,Chateau,"3600 Chateau Blvd",Kenner,70065,LA,USA,30.025303,-90.25602,https://www.chateaugcc.com/,admin@chateaugcc.com,(504)467-1351,"North America"
1149649767865,"Riverlands Golf & Country Club","500 Fairway Drive",LaPlace,70068,LA,USA,30.0872901,-90.4868112,https://www.riverlandscountryclub.com/,rgccoffice@rtconline.com,"+1 985-652-6316","North America"
1149783113846,"Bartram Trail","470 Bartram Trail","Dr,Evans",30809,GA,USA,33.5180451,-82.218078,https://www.bartramtrailgolfclub.org/,,"(706) 210-4681","North America"
1149958978622,"Big Rock Golf and Pub at Indian Springs","79940 Westward Ho Drive",Indio,92201,CA,USA,33.7154513,-116.2701874,https://bigrockgolfandpub.com/,,"+1 760-200-9844","North America"
1149978281644,"Hawthorne Woods","1 Tournament Drive North,","Hawthorn Woods",60047,IL,USA,42.247332,-88.0720832,https://www.hwccgolf.com/,,"(847) 847-3250","North America"
1150224050866,"Deerfield Golf & Tennis Club","507 Thompson Station Road,  Newark, Delaware 19711",Newark,19711,DE,USA,39.719038,-75.751033,www.deerfieldgolfclub.com,dfinfo@deerfieldgolfclub.com,"302 368-6640","North America"
1150474510544,"StoneTree Golf Club","9 Stone Tree Lane",Novato,94945,CA,USA,38.102296,-122.5096487,https://www.bayclubs.com/stonetree/,,"+1 415-209-6090","North America"
1150509919484,"Olde Oaks Golf Club","60 Golf Club Drive",Haughton,71037,LA,USA,32.4392348,-93.5756541,https://stonebridgeoldeoaks.com/,jattaway@gcstonebridge.com,"+1 318-742-0333","North America"
1150546470368,"Fox Valley Golf Course","2500 N. River Rd",Aurora,60542,IL,USA,41.820994,-88.316695,http://www.aurora-il.org/parksandrecreation/munici,auroragolf@aurora-il.org,"(630) 879-1030","North America"
1150761926182,"Paradise Pointe Golf Complex","18212 Golf Course Road",Smithville,64089,MO,USA,39.4231865,-94.5512816,https://www.paradisepointegolf.com/,,"+1 816-532-4100","North America"
1150821538420,"Columbia-Greene Community College","295 Route 217",Claverack,12513,NY,USA,42.2344448,-73.6998243,https://columbiagolf.org/course-tour/,colgolf9195@gmail.com,518-851-9195,"North America"
1150924050708,"X-Golf El Dorado Hills","2085 Vine Street","El Dorado Hills",95762,CA,USA,38.6516501,-121.0626015,https://www.xgolfeldoradohills.com/,,"+1 916-542-1374","North America"
1151523112330,"Swenson Executive Course","6803 Alexandria Pl",Stockton,95207,CA,USA,38.0094648,-121.3411845,stocktongolfcourses.com,,2099377360,"North America"
1151524884610,"Diablo Grande Golf & Country Club","9521 Morton Davis Drive",Patterson,95363,CA,USA,37.4012987,-121.2695172,https://golfdiablogrande.com/,,209.892.4653,"North America"
1152213085988,"Baker Evergreen","2935 Parkview","Dr, Hamel",55340,MN,USA,45.0336389,-93.6076751,https://www.threeriversparks.org/location/baker-national-golf-course,,763-694-7670,"North America"
1152286531852,"Grey Hawk","665 U.S. Grant St.",Lagrange,44050,OH,USA,41.2519153,-82.101388,http://www.greyhawkgolf.com/,mark@greyhawkgolf.com,440-355-4844,"North America"
1152330987823,"Orgill Park Golf Course","9080 Bethuel Road",Millington,38053,TN,USA,35.3740787,-89.8455937,https://www.orgillgolfcourse.com/,,"+1 901-872-3610","North America"
1152895471530,"Central Valley","800 Central Valley Rd","South Salt Lake",84119,UT,USA,40.7002269,-111.9149129,https://www.cvwrf.org/,,801-973-9100,"North America"
1152989579431,"Martin Valley Ranch","7400 West Expressway 83",Mission,78572,TX,USA,26.238678,-98.4093704,https://www.1golf.eu/en/club/martin-valley-ranch-golf-course/,,"+1 956-585-2131","North America"
1153327192606,"Colonial Heritage Club","6500 Arthur Hills Drive",Williamsburg,23188,VA,USA,37.3509802,-76.7696737,https://colonialheritageclub.com/,,"+1 757-645-2000","North America"
1154030010714,"Maple Hill Golf","5555 Ivanrest Avenue Southwest",Grandville,49418,MI,USA,42.8638919,-85.7434245,https://maplehillgolf.com/,golf@maplehillgc.com,"(616) 538-0290","North America"
1154117524487,"LYNX GC","900 Lincoln Road",Otsego,49078,MI,USA,42.4849052,-85.763626,https://lynxgc.com/golf,,"+1 269-694-5969","North America"
1154185793421,"Mines Golf Club","330 Covell Avenue Southwest","Grand Rapids",49534,MI,USA,42.9577102,-85.7163925,https://www.minesgolfcourse.com/,,"+1 616-791-7544","North America"
1154362786973,"Brierwood Golf Club","27 Brierwood Rd",Shallotte,28470,NC,USA,42.7409009,-78.8837408,,,"+1 910-754-4660","North America"
1154682779723,"Shadowridge Golf Club","1980 Gateway Drive",Vista,92081,CA,USA,33.1686659,-117.2304337,https://www.invitedclubs.com/clubs/shadowridge-golf-club,ContactUs@ShadowRidgeCC.com,"+1 760-727-7700","North America"
1154718536531,"Timberwood Golf Club","23700 31 Mile Road",Ray,48096,MI,USA,42.7865297,-82.8755779,,,"+1 586-784-6000","North America"
1155039122660,"Londonderry Country Club","56 Kimball Road",Londonderry,03053,NH,USA,42.8868958,-71.4198802,https://londonderrycountryclub.com/,,"+1 603-432-9789","North America"
1155137846900,"Stonycreek Golf Club","11800 East 166th Street",Noblesville,46060,IN,USA,40.0317955,-85.9583511,https://www.stonycreekgolfclub.com/,,"+1 317-773-1820","North America"
1155511284920,"The Sagamore Resort","110 Sagamore Road",Bolton,12814,NY,USA,43.555813,-73.6455893,https://www.opalcollection.com/sagamore/?utm_source=google&utm_medium=listing&utm_campaign=opal+the+,,"+1 518-644-9400","North America"
1156600078349,"Virginia National Golf Club",-,Bluemont,20135,VA,USA,39.1387364,-77.8688851,,,"888 283-4653","North America"
1156789699620,"West Bolton GC","3324 Nashville Rd",Jericho,05465,VT,USA,44.442913,-72.904399,http://www.westboltongolfclub.com/,westboltongolfclub@gmail.com,802-434-4321,"North America"
1156795281100,"Big Creek","6195 Woodstock Cuba Rd",Millington,38053,TN,USA,35.290304,-89.9996546,https://www.mirimichi.com/,,"(901) 259-3800","North America"
1157039822020,"Contraband Bayou","777 Ave L'Auberge","Lake Charles",70601,LA,USA,30.1998207,-93.2587119,https://www.llakecharles.com/hotel/amenities/contraband-bayou-golf-club,ContactLLC@pngaming.com,866.355.7111,"North America"
1157397145334,Briarwood,"2737 Edgerton Road","Broadview Heights",44147,OH,USA,41.2895795,-81.7000519,https://www.golfbriarwood.com/,john@golfbriarwood.com,440-237-5271,"North America"
1157476084918,"Mountain Harbour Golf Club","1665 Mountain Harbour Drive",Hayesville,28904,NC,USA,35.0434955,-83.7322441,https://www.mountainharbourgolfclub.com/,,"+1 828-389-9000","North America"
1157596552060,"D'Andrea Golf Club","2900 Geno Martini Parkway",Sparks,89434,NV,USA,39.5572611,-119.6924542,https://dandreagolf.fun/,jperoglio@dandreagolf.com,"+1 775-690-6904","North America"
1158255208910,"Knollwood Country Club","12040 Balboa Boulevard","Los Angeles",91344,CA,USA,34.2890893,-118.4999594,https://www.knollwoodgc.com/,catering@knollwoodgc.com,"+1 818-363-8161","North America"
1158377471909,"Orange Tree Golf Resort","10601 North 56th Street",Scottsdale,85254,AZ,USA,33.5878416,-111.9592221,https://www.orangetreegolfcourse.com/,,"+1 480-948-3730","North America"
1158434944060,"Van Nuys Golf Course","6550 Odessa Avenue","Los Angeles",91406,CA,USA,34.1899413,-118.4886876,https://www.vannuysgc.com/,,"+1 213-604-4726","North America"
1159063658920,"Tahoe Donner Golf Course","12850 Northwoods Boulevard",Truckee,96161,CA,USA,39.352275,-120.2335141,https://www.tahoedonner.com/amenities/amenities/golf/,,"+1 530-587-9443","North America"
1159808450808,"The River Course at Keystone","River Course Drive",Keystone,80435,CO,USA,39.6003799,-105.9995269,https://www.golfkeystone.com/,,"+1 970-496-1520","North America"
1160836728293,"McDowell Mountain Golf Club","10690 East Sheena Drive",Scottsdale,85255,AZ,USA,33.6166443,-111.8529221,https://www.mcdowellmountaingc.com,,"+1 480-502-8200","North America"
1161122640110,"Walt Disney Golf","2200 Golf Drive","Lake Buena Vista",32830,FL,USA,28.3756994,-81.5228121,https://golfwdw.com/?CMP=OKC-90001145_GM_WDW_recreation_disneyslakebuenavistagolfcourse_NA,golf@disneyworld.com,"+1 407-939-4653","North America"
1161543006697,"Temeku Hills G&CC","41687 Temeku Drive",Temecula,92591,CA,USA,33.516144,-117.115445,http://www.temelink.com/temeku/index.htm,,"(951) 694 9998","North America"
1161723635252,"Barrington Hall Golf Club","104 Stoney Creek Drive",Macon,31220,GA,USA,32.8852233,-83.8070755,,,"+1 478-259-7730","North America"
1161833017122,"The St. Andrews Golf Club","10 Old Jackson Avenue",Hastings-on-Hudson,10706,NY,USA,40.9905945,-73.8475717,https://www.saintandrewsgolfclub.com/,,"+1 914-478-3500","North America"
1162738519888,"Costa Mesa Golf Club","1701 Golf course Dr.","Costa Mesa",92626,CA,USA,33.66319,-117.92108,https://www.costamesacountryclub.com/,,"(714) 540-7500","North America"
1163109132400,"Overlook Golf Links","257 South Smith Road",LaGrange,30241,GA,USA,32.941705,-84.9593809,https://thefieldsgolfclub.com/,,"+1 706-845-7425","North America"
1164403962088,"Wynn Golf Club","3131 Las Vegas Boulevard South","Las Vegas",89109,NV,USA,36.1257558,-115.1591901,https://www.wynnlasvegas.com/experiences/golf,,"+1 702-770-4653","North America"
1164651524504,Cedarvalley,"1811 Buchanan Hwy",Cedartown,30125,Ga,USA,33.98154,-85.253438,https://m.facebook.com/cedarvalleygolfcourse,,770-748-9671,"North America"
1166112510619,"The Golf Club at Terra Lago","84000 Terra Lago Parkway",Indio,92203,CA,USA,33.742075,-116.186043,https://golfterralago.com/,,"(760) 775-2000","North America"
1166381708310,"Ballyowen Golf Club","105-137 Wheatsworth Rd.",Hamburg,07419,NJ,USA,41.1373575,-74.58299,crystalgolfresort.com,,018559776473,"North America"
1166887702575,"Ahwatukee Lakes","4700 E Warner Rd",Phoenix,85044,AZ,USA,33.328361,-111.9902101,,,480.893.3004,"North America"
1169066528898,"Guam International Country Club","495 Battulo St.,",Dededo,96929,GU,USA,13.5296283,144.8544306,https://www.giccguam.com/,,"(671) 632-4422","North America"
1172014060423,Cimmarron,"1200 S Shary Rd",Mission,78572,TX,USA,26.18828,-98.292081,https://www.cimarroncountryclub.com/,,9565817401,"North America"
